question,triage
"Patient: 84 years, her. Presents: new epileptic seizures for the first time after an episode of choking. Admission needed?",urgent
"I live with a 27 year old , now they are experiencing breathing difficulty and wheezing after bee sting just after taking my medication. Do I need to act fast?",urgent
"Patient: 10 years, . Presents: sudden vision loss in one eye after a car accident. Admission needed?",urgent
"I am 50 years old . Since for the past hour, I have been having heavy bleeding from a deep cut in the leg. Should I go to the emergency room?",urgent
"I suddenly have heavy bleeding from a deep cut in the leg and I am 68 years old . I'm really scared, what do I do?",urgent
"12 years old, her with sudden chest tightness after intense exercise with very high fever. Really scared, advice please!",urgent
My baby sister (63 years old) just developed acute eye pain and sudden vision blurring for the past hour. Should we call an ambulance?,urgent
"I am 89 years old . Since just after taking my medication, I have been having intense abdominal pain after eating questionable food. Should I go to the emergency room?",urgent
"Do I need to worry about new epileptic seizures for the first time? I'm 23, she, it started after an episode of choking.",urgent
"I suddenly have blood in stool with strong abdominal pain and I am 71 years old . I'm really scared, what do I do?",urgent
In what cases should someone with very rapid irregular heartbeat and dizziness after a fever for three days (age 42) seek emergency care?,urgent
"I suddenly have choking and cannot breathe and I am 80 years old she. I'm really scared, what do I do?",urgent
"I am 5 years old woman. Since with blue lips, I have been having mental confusion and agitation in elderly. Should I go to the emergency room?",urgent
"What should I do right now about severe persistent headache and stiff neck following a fall down the stairs? Age 23, .",urgent
My my sibling (83 years old) just developed new epileptic seizures for the first time in the middle of the night. Should we call an ambulance?,urgent
Emergency? severe allergic reaction with tongue swelling started after a car accident in a 8 year old .,urgent
"loss of movement in both arms after electric shock just after taking my medication, happened to a 60 year old. Is this time critical?",urgent
"What should I do right now about severe abdominal pain with vomiting while shopping? Age 8, he.",urgent
In what cases should someone with broken bone visible through skin after returning from traveling abroad (age 45) seek emergency care?,urgent
Emergency? breathing difficulty and wheezing after bee sting started after a heated argument in a 27 year old .,urgent
How urgent is severe persistent headache and stiff neck while at work for someone aged 40?,urgent
"Patient: 57 years, . Presents: severe dehydration after prolonged vomiting after intense abdominal cramps. Admission needed?",urgent
In what cases should someone with difficulty speaking and weakness on one side of the body when I woke up (age 20) seek emergency care?,urgent
"Worried! new epileptic seizures for the first time started in my boyfriend, aged 86, after a heated argument.",urgent
I have sudden chest tightness after intense exercise since with very high fever. I am 13 years old. Emergency?,urgent
"Rushed my grandfather (62, her) to hospital because of severe allergic reaction with tongue swelling. Was this the right thing?",urgent
"I'm 52, boy, feeling heavy bleeding from a deep cut in the leg just after taking my medication. Is this urgent?",urgent
"new epileptic seizures for the first time after eating unknown food, happened to a 11 year old. Is this time critical?",urgent
My baby sister (42 years old) just developed sudden chest tightness after intense exercise in the middle of the night. Should we call an ambulance?,urgent
"sudden vision loss in one eye with very high fever, happened to a 50 year old. Is this time critical?",urgent
"My husband, aged 87, suddenly got broken bone visible through skin as soon as I started running. Is this life-threatening?",urgent
How urgent is high fever and purple skin spots with mental confusion for someone aged 37?,urgent
Emergency? loss of consciousness after a head injury started during a meal in a 57 year old .,urgent
Emergency? uncontrolled bleeding after dental procedure started with blue lips in a 20 year old girl.,urgent
"I suddenly have heavy bleeding from a deep cut in the leg and I am 27 years old he. I'm really scared, what do I do?",urgent
Observing loss of consciousness after a head injury in 18 year old her when I tried to stand up. Should we go to ER?,urgent
"I live with a 83 year old he, now they are experiencing new epileptic seizures for the first time after an episode of choking. Do I need to act fast?",urgent
"Rushed my husband (70, man) to hospital because of loss of consciousness after a head injury. Was this the right thing?",urgent
"Patient: 64 years, she. Presents: not able to pass urine and distended abdomen while shopping. Admission needed?",urgent
"blood in stool with strong abdominal pain after a fever for three days, happened to a 24 year old. Is this time critical?",urgent
"I suddenly have sudden severe chest pain and shortness of breath and I am 83 years old him. I'm really scared, what do I do?",urgent
Can you help? I'm a 65 year old she and I just had intense abdominal pain after eating questionable food with sweating and nausea.,urgent
"What should I do right now about blood in stool with strong abdominal pain with very high fever? Age 12, .",urgent
"What should I do right now about vomiting and severe diarrhea in a small child after fainting at home? Age 29, .",urgent
"72 years old, she with heavy bleeding from a deep cut in the leg since this morning. Really scared, advice please!",urgent
"What should I do right now about severe sudden back pain and weakness in legs while shopping? Age 18, .",urgent
"I live with a 71 year old , now they are experiencing blood in stool with strong abdominal pain in the middle of the night. Do I need to act fast?",urgent
"My neighbor, aged 76, suddenly got seizures with high fever following a fall down the stairs. Is this life-threatening?",urgent
I have difficulty speaking and weakness on one side of the body since after a dental procedure. I am 41 years old. Emergency?,urgent
"What should I do right now about loss of movement in both arms after electric shock just after taking my medication? Age 57, boy.",urgent
"I live with a 11 year old he, now they are experiencing high fever and purple skin spots after returning from traveling abroad. Do I need to act fast?",urgent
"What should I do right now about loss of consciousness after a head injury during the night? Age 32, .",urgent
"Is severe dehydration after prolonged vomiting after being stung by an insect dangerous? Happened to my mother, 60 years old.",urgent
"Patient: 78 years, he. Presents: intense abdominal pain after eating questionable food after an episode of choking. Admission needed?",urgent
"What should I do right now about high fever and purple skin spots following a seizure? Age 18, .",urgent
"What should I do right now about heavy bleeding from a deep cut in the leg during a meal? Age 45, she.",urgent
"My my teacher, aged 25, suddenly got intense abdominal pain after eating questionable food as soon as I started running. Is this life-threatening?",urgent
"I'm 66, her, feeling unable to speak and face drooping on one side after intense abdominal cramps. Is this urgent?",urgent
"I suddenly have seizures with high fever and I am 69 years old he. I'm really scared, what do I do?",urgent
"I am 24 years old . Since while shopping, I have been having sudden chest tightness after intense exercise. Should I go to the emergency room?",urgent
How urgent is swallowing household product (poison ingestion) while exercising for someone aged 17?,urgent
"Worried! high fever and purple skin spots started in my grandfather, aged 24, during the night.",urgent
"27 years old, with sudden severe chest pain and shortness of breath after eating unknown food. Really scared, advice please!",urgent
Can you help? I'm a 36 year old boy and I just had choking and cannot breathe after fainting at home.,urgent
"My aunt, aged 19, suddenly got vomiting blood and feeling faint as soon as I started running. Is this life-threatening?",urgent
"I suddenly have mental confusion and agitation in elderly and I am 72 years old man. I'm really scared, what do I do?",urgent
Observing excruciating testicular pain and swelling in 31 year old her after a car accident. Should we go to ER?,urgent
"I live with a 16 year old he, now they are experiencing acute eye pain and sudden vision blurring just after taking my medication. Do I need to act fast?",urgent
Can you help? I'm a 31 year old woman and I just had high fever and purple skin spots following a seizure.,urgent
Can you help? I'm a 65 year old and I just had vomiting blood and feeling faint following heavy exertion.,urgent
"choking and cannot breathe after fainting at home, happened to a 48 year old. Is this time critical?",urgent
In what cases should someone with sudden chest tightness after intense exercise after being stung by an insect (age 22) seek emergency care?,urgent
"I am 59 years old she. Since after returning from traveling abroad, I have been having heavy bleeding from a deep cut in the leg. Should I go to the emergency room?",urgent
"Patient: 73 years, boy. Presents: vomiting and severe diarrhea in a small child just after taking my medication. Admission needed?",urgent
I have major burns with skin peeling off since since this morning. I am 32 years old. Emergency?,urgent
"I suddenly have vomiting and severe diarrhea in a small child and I am 78 years old him. I'm really scared, what do I do?",urgent
"I suddenly have very rapid irregular heartbeat and dizziness and I am 84 years old man. I'm really scared, what do I do?",urgent
My neighbor (2 years old) just developed intense abdominal pain after eating questionable food with very high fever. Should we call an ambulance?,urgent
"Worried! severe sudden back pain and weakness in legs started in my friend, aged 83, for the past hour.",urgent
"breathing difficulty and wheezing after bee sting with sweating and nausea, happened to a 26 year old. Is this time critical?",urgent
Emergency? major burns with skin peeling off started during the night in a 17 year old man.,urgent
"I'm 75, he, feeling vomiting blood and feeling faint after eating unknown food. Is this urgent?",urgent
"Rushed my mother (84, boy) to hospital because of major burns with skin peeling off. Was this the right thing?",urgent
"I suddenly have breathing difficulty and wheezing after bee sting and I am 57 years old boy. I'm really scared, what do I do?",urgent
"15 years old, woman with swallowing household product (poison ingestion) after intense abdominal cramps. Really scared, advice please!",urgent
"Rushed my daughter (64, ) to hospital because of blood in stool with strong abdominal pain. Was this the right thing?",urgent
"Patient: 37 years, . Presents: heavy bleeding from a deep cut in the leg following a seizure. Admission needed?",urgent
"Worried! excruciating testicular pain and swelling started in my grandmother, aged 36, following a fall down the stairs.",urgent
How urgent is heavy bleeding from a deep cut in the leg in the middle of the night for someone aged 68?,urgent
"Patient: 25 years, . Presents: sudden severe chest pain and shortness of breath just after taking my medication. Admission needed?",urgent
Observing high fever and purple skin spots in 23 year old since this morning. Should we go to ER?,urgent
In what cases should someone with vomiting and severe diarrhea in a small child when I woke up (age 64) seek emergency care?,urgent
In what cases should someone with sudden chest tightness after intense exercise with very high fever (age 22) seek emergency care?,urgent
"Patient: 64 years, . Presents: sudden severe chest pain and shortness of breath since this morning. Admission needed?",urgent
"51 years old, with difficulty speaking and weakness on one side of the body when I woke up. Really scared, advice please!",urgent
My stepmother (88 years old) just developed high fever and purple skin spots with mental confusion. Should we call an ambulance?,urgent
"Patient: 30 years, man. Presents: very rapid irregular heartbeat and dizziness in the middle of the night. Admission needed?",urgent
"I'm 41, girl, feeling high fever and purple skin spots following a fall down the stairs. Is this urgent?",urgent
"ER or wait? loss of consciousness after a head injury as soon as I started running, age 88.",urgent
"ER or wait? severe persistent headache and stiff neck with blue lips, age 87.",urgent
"What should I do right now about excruciating testicular pain and swelling with very high fever? Age 49, her.",urgent
"heavy bleeding from a deep cut in the leg with blue lips, happened to a 13 year old. Is this time critical?",urgent
"Rushed my friend (50, woman) to hospital because of very rapid irregular heartbeat and dizziness. Was this the right thing?",urgent
"I suddenly have blood in stool with strong abdominal pain and I am 56 years old boy. I'm really scared, what do I do?",urgent
"I am 39 years old . Since following heavy exertion, I have been having loss of consciousness after a head injury. Should I go to the emergency room?",urgent
In what cases should someone with unable to speak and face drooping on one side while shopping (age 25) seek emergency care?,urgent
"I suddenly have severe abdominal pain with vomiting and I am 24 years old . I'm really scared, what do I do?",urgent
"Patient: 63 years, . Presents: severe allergic reaction with tongue swelling after returning from traveling abroad. Admission needed?",urgent
"I am 62 years old her. Since after intense abdominal cramps, I have been having excruciating testicular pain and swelling. Should I go to the emergency room?",urgent
"Do I need to worry about sudden vision loss in one eye? I'm 22, woman, it started after a car accident.",urgent
How urgent is breathing difficulty and wheezing after bee sting in the middle of the night for someone aged 70?,urgent
How urgent is severe abdominal pain with vomiting after a dental procedure for someone aged 54?,urgent
"What should I do right now about sudden severe chest pain and shortness of breath during the night? Age 64, he.",urgent
"Do I need to worry about new epileptic seizures for the first time? I'm 30, he, it started for the past hour.",urgent
"What should I do right now about not able to pass urine and distended abdomen when I woke up? Age 33, .",urgent
"I'm 70, her, feeling severe allergic reaction with tongue swelling after a car accident. Is this urgent?",urgent
"My stepmother, aged 77, suddenly got severe sudden back pain and weakness in legs after returning from traveling abroad. Is this life-threatening?",urgent
Can you help? I'm a 77 year old man and I just had major burns with skin peeling off while at work.,urgent
"My my friend’s parent, aged 85, suddenly got heavy bleeding from a deep cut in the leg after being stung by an insect. Is this life-threatening?",urgent
"My stepdaughter, aged 66, suddenly got swallowing household product (poison ingestion) as soon as I started running. Is this life-threatening?",urgent
"Patient: 43 years, . Presents: new epileptic seizures for the first time after intense abdominal cramps. Admission needed?",urgent
"My friend, aged 89, suddenly got sudden chest tightness after intense exercise with blue lips. Is this life-threatening?",urgent
"What should I do right now about choking and cannot breathe during the night? Age 14, .",urgent
I have vomiting and severe diarrhea in a small child since after being stung by an insect. I am 77 years old. Emergency?,urgent
"I'm 32, he, feeling seizures with high fever since this morning. Is this urgent?",urgent
"Rushed my mother (57, ) to hospital because of choking and cannot breathe. Was this the right thing?",urgent
"Is uncontrolled bleeding after dental procedure after returning from traveling abroad dangerous? Happened to my husband, 82 years old.",urgent
"60 years old, with blood in stool with strong abdominal pain after eating unknown food. Really scared, advice please!",urgent
"I live with a 68 year old he, now they are experiencing severe dehydration after prolonged vomiting while at work. Do I need to act fast?",urgent
"I am 76 years old woman. Since with sweating and nausea, I have been having loss of movement in both arms after electric shock. Should I go to the emergency room?",urgent
"My baby sister, aged 37, suddenly got sudden severe chest pain and shortness of breath after returning from traveling abroad. Is this life-threatening?",urgent
"I suddenly have mental confusion and agitation in elderly and I am 69 years old . I'm really scared, what do I do?",urgent
"vomiting blood and feeling faint after a dental procedure, happened to a 61 year old. Is this time critical?",urgent
"I live with a 67 year old girl, now they are experiencing seizures with high fever in the middle of the night. Do I need to act fast?",urgent
"Rushed my my teacher (72, she) to hospital because of severe persistent headache and stiff neck. Was this the right thing?",urgent
"Worried! uncontrolled bleeding after dental procedure started in my stepdaughter, aged 52, after a dental procedure.",urgent
"I live with a 17 year old him, now they are experiencing severe allergic reaction with tongue swelling while exercising. Do I need to act fast?",urgent
"Worried! blood in stool with strong abdominal pain started in my baby sister, aged 45, after a car accident.",urgent
"I live with a 14 year old girl, now they are experiencing choking and cannot breathe following heavy exertion. Do I need to act fast?",urgent
I have sudden vision loss in one eye since after an episode of choking. I am 26 years old. Emergency?,urgent
"very rapid irregular heartbeat and dizziness for the past hour, happened to a 63 year old. Is this time critical?",urgent
"I am 37 years old . Since after a dental procedure, I have been having vomiting and severe diarrhea in a small child. Should I go to the emergency room?",urgent
"I'm 33, he, feeling seizures with high fever when I tried to stand up. Is this urgent?",urgent
"Is not able to pass urine and distended abdomen while shopping dangerous? Happened to my my child, 68 years old.",urgent
"86 years old, with severe allergic reaction with tongue swelling when I woke up. Really scared, advice please!",urgent
"heavy bleeding from a deep cut in the leg while exercising, happened to a 18 year old. Is this time critical?",urgent
"I'm 29, woman, feeling not able to pass urine and distended abdomen during the night. Is this urgent?",urgent
"I am 35 years old boy. Since while exercising, I have been having swallowing household product (poison ingestion). Should I go to the emergency room?",urgent
"What should I do right now about loss of consciousness after a head injury after a cycling accident? Age 45, woman.",urgent
"Do I need to worry about heavy bleeding from a deep cut in the leg? I'm 47, , it started just after taking my medication.",urgent
I have severe abdominal pain with vomiting since just after taking my medication. I am 87 years old. Emergency?,urgent
"My boyfriend, aged 41, suddenly got choking and cannot breathe just after taking my medication. Is this life-threatening?",urgent
My our housekeeper (30 years old) just developed sudden severe chest pain and shortness of breath when I tried to stand up. Should we call an ambulance?,urgent
Emergency? major burns with skin peeling off started with sweating and nausea in a 47 year old .,urgent
"My daughter, aged 74, suddenly got high fever and purple skin spots after intense abdominal cramps. Is this life-threatening?",urgent
"My my friend’s parent, aged 67, suddenly got loss of movement in both arms after electric shock in the middle of the night. Is this life-threatening?",urgent
Observing swallowing household product (poison ingestion) in 88 year old after returning from traveling abroad. Should we go to ER?,urgent
In what cases should someone with severe allergic reaction with tongue swelling after being stung by an insect (age 88) seek emergency care?,urgent
"Rushed my my patient (16, girl) to hospital because of severe allergic reaction with tongue swelling. Was this the right thing?",urgent
"42 years old, woman with unable to speak and face drooping on one side with very high fever. Really scared, advice please!",urgent
"What should I do right now about choking and cannot breathe with mental confusion? Age 50, girl.",urgent
"I live with a 85 year old she, now they are experiencing severe sudden back pain and weakness in legs when I woke up. Do I need to act fast?",urgent
I have severe allergic reaction with tongue swelling since when I tried to stand up. I am 76 years old. Emergency?,urgent
"I live with a 39 year old man, now they are experiencing not able to pass urine and distended abdomen following heavy exertion. Do I need to act fast?",urgent
"I live with a 87 year old , now they are experiencing seizures with high fever for the past hour. Do I need to act fast?",urgent
"I am 36 years old he. Since in the middle of the night, I have been having excruciating testicular pain and swelling. Should I go to the emergency room?",urgent
"Patient: 68 years, . Presents: breathing difficulty and wheezing after bee sting after intense abdominal cramps. Admission needed?",urgent
"I live with a 8 year old woman, now they are experiencing severe allergic reaction with tongue swelling after a car accident. Do I need to act fast?",urgent
Emergency? very rapid irregular heartbeat and dizziness started during a meal in a 25 year old .,urgent
"Is acute eye pain and sudden vision blurring while at work dangerous? Happened to my neighbor, 71 years old.",urgent
"I am 75 years old boy. Since with very high fever, I have been having blood in stool with strong abdominal pain. Should I go to the emergency room?",urgent
"I live with a 47 year old , now they are experiencing difficulty speaking and weakness on one side of the body after a car accident. Do I need to act fast?",urgent
"What should I do right now about mental confusion and agitation in elderly following a seizure? Age 31, .",urgent
"I suddenly have intense abdominal pain after eating questionable food and I am 55 years old she. I'm really scared, what do I do?",urgent
My my teacher (47 years old) just developed severe allergic reaction with tongue swelling with very high fever. Should we call an ambulance?,urgent
"I'm 66, him, feeling blood in stool with strong abdominal pain during the night. Is this urgent?",urgent
"I live with a 38 year old woman, now they are experiencing excruciating testicular pain and swelling for the past hour. Do I need to act fast?",urgent
In what cases should someone with blood in stool with strong abdominal pain while at work (age 40) seek emergency care?,urgent
"I live with a 3 year old man, now they are experiencing heavy bleeding from a deep cut in the leg after a fever for three days. Do I need to act fast?",urgent
In what cases should someone with severe abdominal pain with vomiting after returning from traveling abroad (age 31) seek emergency care?,urgent
"I'm 75, she, feeling difficulty speaking and weakness on one side of the body after a dental procedure. Is this urgent?",urgent
"Worried! major burns with skin peeling off started in my roommate, aged 22, when I tried to stand up.",urgent
I have severe allergic reaction with tongue swelling since while at work. I am 71 years old. Emergency?,urgent
"My sister, aged 70, suddenly got unable to speak and face drooping on one side while exercising. Is this life-threatening?",urgent
"ER or wait? uncontrolled bleeding after dental procedure with mental confusion, age 77.",urgent
In what cases should someone with severe persistent headache and stiff neck after a heated argument (age 23) seek emergency care?,urgent
"I'm 34, boy, feeling difficulty speaking and weakness on one side of the body after a cycling accident. Is this urgent?",urgent
"I am 43 years old . Since with very high fever, I have been having severe persistent headache and stiff neck. Should I go to the emergency room?",urgent
"I am 51 years old . Since following a fall down the stairs, I have been having vomiting blood and feeling faint. Should I go to the emergency room?",urgent
"I am 60 years old her. Since while exercising, I have been having vomiting and severe diarrhea in a small child. Should I go to the emergency room?",urgent
"Rushed my stepmother (4, she) to hospital because of sudden vision loss in one eye. Was this the right thing?",urgent
"Patient: 18 years, man. Presents: blood in stool with strong abdominal pain after a car accident. Admission needed?",urgent
In what cases should someone with sudden chest tightness after intense exercise as soon as I started running (age 65) seek emergency care?,urgent
"Rushed my stepson (15, her) to hospital because of difficulty speaking and weakness on one side of the body. Was this the right thing?",urgent
"Worried! swallowing household product (poison ingestion) started in my roommate, aged 77, while shopping.",urgent
Emergency? high fever and purple skin spots started after a fever for three days in a 64 year old she.,urgent
"What should I do right now about heavy bleeding from a deep cut in the leg following a seizure? Age 51, girl.",urgent
How urgent is uncontrolled bleeding after dental procedure after a car accident for someone aged 6?,urgent
Emergency? vomiting and severe diarrhea in a small child started with mental confusion in a 85 year old .,urgent
"I am 75 years old . Since for the past hour, I have been having not able to pass urine and distended abdomen. Should I go to the emergency room?",urgent
"I suddenly have severe sudden back pain and weakness in legs and I am 19 years old him. I'm really scared, what do I do?",urgent
Emergency? heavy bleeding from a deep cut in the leg started after eating unknown food in a 63 year old woman.,urgent
Observing heavy bleeding from a deep cut in the leg in 37 year old after fainting at home. Should we go to ER?,urgent
"My roommate, aged 64, suddenly got sudden severe chest pain and shortness of breath just after taking my medication. Is this life-threatening?",urgent
"Do I need to worry about sudden vision loss in one eye? I'm 81, girl, it started during the night.",urgent
"major burns with skin peeling off while exercising, happened to a 67 year old. Is this time critical?",urgent
Observing uncontrolled bleeding after dental procedure in 64 year old with sweating and nausea. Should we go to ER?,urgent
Emergency? high fever and purple skin spots started with very high fever in a 82 year old girl.,urgent
"I live with a 7 year old , now they are experiencing mental confusion and agitation in elderly during the night. Do I need to act fast?",urgent
"I'm 81, , feeling vomiting blood and feeling faint after returning from traveling abroad. Is this urgent?",urgent
Emergency? excruciating testicular pain and swelling started while exercising in a 55 year old she.,urgent
In what cases should someone with sudden severe chest pain and shortness of breath with very high fever (age 53) seek emergency care?,urgent
Observing severe sudden back pain and weakness in legs in 30 year old woman with very high fever. Should we go to ER?,urgent
"Do I need to worry about acute eye pain and sudden vision blurring? I'm 87, , it started following a fall down the stairs.",urgent
Observing sudden severe chest pain and shortness of breath in 29 year old with very high fever. Should we go to ER?,urgent
"swallowing household product (poison ingestion) after being stung by an insect, happened to a 84 year old. Is this time critical?",urgent
"38 years old, he with severe sudden back pain and weakness in legs after being stung by an insect. Really scared, advice please!",urgent
"Worried! major burns with skin peeling off started in my stepmother, aged 32, after returning from traveling abroad.",urgent
"10 years old, him with vomiting and severe diarrhea in a small child after being stung by an insect. Really scared, advice please!",urgent
"78 years old, boy with severe abdominal pain with vomiting following a fall down the stairs. Really scared, advice please!",urgent
"I'm 31, , feeling high fever and purple skin spots with very high fever. Is this urgent?",urgent
In what cases should someone with not able to pass urine and distended abdomen just after taking my medication (age 59) seek emergency care?,urgent
"I live with a 86 year old she, now they are experiencing unable to speak and face drooping on one side in the middle of the night. Do I need to act fast?",urgent
"I am 63 years old she. Since while shopping, I have been having excruciating testicular pain and swelling. Should I go to the emergency room?",urgent
"I live with a 61 year old she, now they are experiencing difficulty speaking and weakness on one side of the body after intense abdominal cramps. Do I need to act fast?",urgent
Emergency? vomiting blood and feeling faint started after intense abdominal cramps in a 24 year old .,urgent
"51 years old, boy with heavy bleeding from a deep cut in the leg after fainting at home. Really scared, advice please!",urgent
Emergency? mental confusion and agitation in elderly started with sweating and nausea in a 19 year old she.,urgent
Observing uncontrolled bleeding after dental procedure in 13 year old girl after an episode of choking. Should we go to ER?,urgent
"Is severe dehydration after prolonged vomiting after fainting at home dangerous? Happened to my my student, 32 years old.",urgent
"My my sibling, aged 7, suddenly got acute eye pain and sudden vision blurring for the past hour. Is this life-threatening?",urgent
"What should I do right now about sudden chest tightness after intense exercise with very high fever? Age 5, she.",urgent
"Worried! loss of movement in both arms after electric shock started in my friend, aged 33, during a meal.",urgent
How urgent is heavy bleeding from a deep cut in the leg just after taking my medication for someone aged 31?,urgent
"intense abdominal pain after eating questionable food with sweating and nausea, happened to a 88 year old. Is this time critical?",urgent
"Worried! severe abdominal pain with vomiting started in my my twin, aged 27, after being stung by an insect.",urgent
"My stepmother, aged 76, suddenly got sudden chest tightness after intense exercise after eating unknown food. Is this life-threatening?",urgent
My my friend’s parent (35 years old) just developed vomiting and severe diarrhea in a small child after a heated argument. Should we call an ambulance?,urgent
Observing severe abdominal pain with vomiting in 62 year old girl when I woke up. Should we go to ER?,urgent
"Rushed my daughter (14, ) to hospital because of new epileptic seizures for the first time. Was this the right thing?",urgent
Can you help? I'm a 44 year old him and I just had difficulty speaking and weakness on one side of the body with blue lips.,urgent
"What should I do right now about new epileptic seizures for the first time while at work? Age 15, girl.",urgent
"I am 82 years old girl. Since following heavy exertion, I have been having loss of consciousness after a head injury. Should I go to the emergency room?",urgent
My my boss (8 years old) just developed not able to pass urine and distended abdomen following a seizure. Should we call an ambulance?,urgent
In what cases should someone with severe abdominal pain with vomiting after a car accident (age 52) seek emergency care?,urgent
In what cases should someone with sudden chest tightness after intense exercise with very high fever (age 54) seek emergency care?,urgent
"Is blood in stool with strong abdominal pain as soon as I started running dangerous? Happened to my my twin, 56 years old.",urgent
"What should I do right now about high fever and purple skin spots with sweating and nausea? Age 4, her.",urgent
"49 years old, her with breathing difficulty and wheezing after bee sting while exercising. Really scared, advice please!",urgent
"Patient: 88 years, . Presents: choking and cannot breathe after returning from traveling abroad. Admission needed?",urgent
"I am 70 years old her. Since after being stung by an insect, I have been having acute eye pain and sudden vision blurring. Should I go to the emergency room?",urgent
"My grandfather, aged 30, suddenly got severe persistent headache and stiff neck since this morning. Is this life-threatening?",urgent
"ER or wait? sudden severe chest pain and shortness of breath while exercising, age 77.",urgent
"Worried! seizures with high fever started in my grandfather, aged 14, as soon as I started running.",urgent
"My my friend’s parent, aged 85, suddenly got severe abdominal pain with vomiting when I tried to stand up. Is this life-threatening?",urgent
"I suddenly have choking and cannot breathe and I am 86 years old . I'm really scared, what do I do?",urgent
"ER or wait? blood in stool with strong abdominal pain after fainting at home, age 1.",urgent
"ER or wait? sudden chest tightness after intense exercise when I tried to stand up, age 9.",urgent
"ER or wait? vomiting blood and feeling faint while exercising, age 71.",urgent
"I am 50 years old girl. Since with mental confusion, I have been having seizures with high fever. Should I go to the emergency room?",urgent
"I suddenly have severe abdominal pain with vomiting and I am 58 years old he. I'm really scared, what do I do?",urgent
Emergency? severe abdominal pain with vomiting started during the night in a 42 year old she.,urgent
"Do I need to worry about major burns with skin peeling off? I'm 5, boy, it started during a meal.",urgent
My aunt (63 years old) just developed severe sudden back pain and weakness in legs while shopping. Should we call an ambulance?,urgent
"Patient: 81 years, . Presents: difficulty speaking and weakness on one side of the body after a fever for three days. Admission needed?",urgent
How urgent is acute eye pain and sudden vision blurring after being stung by an insect for someone aged 32?,urgent
"I live with a 15 year old , now they are experiencing heavy bleeding from a deep cut in the leg with blue lips. Do I need to act fast?",urgent
"I am 29 years old her. Since after a car accident, I have been having vomiting blood and feeling faint. Should I go to the emergency room?",urgent
"Worried! loss of movement in both arms after electric shock started in my our housekeeper, aged 60, after an episode of choking.",urgent
"Patient: 14 years, . Presents: severe abdominal pain with vomiting while at work. Admission needed?",urgent
"ER or wait? loss of consciousness after a head injury after an episode of choking, age 69.",urgent
"My my child, aged 74, suddenly got sudden chest tightness after intense exercise after a dental procedure. Is this life-threatening?",urgent
"I'm 48, she, feeling excruciating testicular pain and swelling after a dental procedure. Is this urgent?",urgent
How urgent is blood in stool with strong abdominal pain while at work for someone aged 57?,urgent
"I'm 70, her, feeling unable to speak and face drooping on one side when I tried to stand up. Is this urgent?",urgent
My baby sister (42 years old) just developed excruciating testicular pain and swelling after fainting at home. Should we call an ambulance?,urgent
"severe persistent headache and stiff neck after an episode of choking, happened to a 21 year old. Is this time critical?",urgent
"I'm 85, he, feeling very rapid irregular heartbeat and dizziness after a car accident. Is this urgent?",urgent
"Rushed my grandmother (27, man) to hospital because of choking and cannot breathe. Was this the right thing?",urgent
"Rushed my someone I know (18, girl) to hospital because of severe allergic reaction with tongue swelling. Was this the right thing?",urgent
"I'm 10, man, feeling acute eye pain and sudden vision blurring for the past hour. Is this urgent?",urgent
In what cases should someone with high fever and purple skin spots after intense abdominal cramps (age 45) seek emergency care?,urgent
How urgent is severe dehydration after prolonged vomiting after being stung by an insect for someone aged 75?,urgent
"43 years old, boy with sudden severe chest pain and shortness of breath with mental confusion. Really scared, advice please!",urgent
"severe dehydration after prolonged vomiting following a seizure, happened to a 64 year old. Is this time critical?",urgent
"7 years old, he with seizures with high fever after a car accident. Really scared, advice please!",urgent
"Worried! vomiting blood and feeling faint started in my my student, aged 33, with mental confusion.",urgent
"severe dehydration after prolonged vomiting after an episode of choking, happened to a 74 year old. Is this time critical?",urgent
I have loss of consciousness after a head injury since with sweating and nausea. I am 12 years old. Emergency?,urgent
I have vomiting blood and feeling faint since with mental confusion. I am 89 years old. Emergency?,urgent
"I am 37 years old boy. Since during the night, I have been having blood in stool with strong abdominal pain. Should I go to the emergency room?",urgent
"I suddenly have excruciating testicular pain and swelling and I am 14 years old . I'm really scared, what do I do?",urgent
Can you help? I'm a 60 year old him and I just had mental confusion and agitation in elderly after a dental procedure.,urgent
I have choking and cannot breathe since after intense abdominal cramps. I am 20 years old. Emergency?,urgent
"Patient: 30 years, her. Presents: sudden chest tightness after intense exercise when I tried to stand up. Admission needed?",urgent
"What should I do right now about severe abdominal pain with vomiting when I woke up? Age 78, .",urgent
"My my classmate, aged 57, suddenly got very rapid irregular heartbeat and dizziness after eating unknown food. Is this life-threatening?",urgent
"I live with a 20 year old , now they are experiencing blood in stool with strong abdominal pain during a meal. Do I need to act fast?",urgent
My baby sister (31 years old) just developed severe abdominal pain with vomiting with mental confusion. Should we call an ambulance?,urgent
Observing high fever and purple skin spots in 40 year old girl with very high fever. Should we go to ER?,urgent
"new epileptic seizures for the first time after a car accident, happened to a 7 year old. Is this time critical?",urgent
"Rushed my my sibling (1, girl) to hospital because of severe abdominal pain with vomiting. Was this the right thing?",urgent
"I am 63 years old girl. Since during the night, I have been having high fever and purple skin spots. Should I go to the emergency room?",urgent
"Worried! sudden chest tightness after intense exercise started in my friend, aged 36, in the middle of the night.",urgent
"intense abdominal pain after eating questionable food in the middle of the night, happened to a 1 year old. Is this time critical?",urgent
